date,decision_date,trial_id,r_vt_gross,cost_return,r_vt,r_option_a,r_active,turnover,f
2023-09-29,2023-08-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.049166409568289916,0.0,-0.049166409568289916,-0.049166409568289916,0.0,0.0,1.0
2023-10-31,2023-09-29,VT_option_a_L63_sigexpanding_fmax1p0,-0.02515080320447248,0.0,-0.02515080320447248,-0.02515080320447248,0.0,0.0,1.0
2023-11-30,2023-10-31,VT_option_a_L63_sigexpanding_fmax1p0,0.09410649585508923,0.0,0.09410649585508923,0.09410649585508923,0.0,0.0,1.0
2023-12-29,2023-11-30,VT_option_a_L63_sigexpanding_fmax1p0,0.0560483041855849,0.0,0.0560483041855849,0.0560483041855849,0.0,0.0,1.0
2024-01-31,2023-12-29,VT_option_a_L63_sigexpanding_fmax1p0,0.010967034945244744,0.0,0.010967034945244744,0.010967034945244744,0.0,0.0,1.0
2024-02-29,2024-01-31,VT_option_a_L63_sigexpanding_fmax1p0,0.05025259678955492,0.0,0.05025259678955492,0.05025259678955492,0.0,0.0,1.0
2024-03-28,2024-02-29,VT_option_a_L63_sigexpanding_fmax1p0,0.028829906886884207,0.0,0.028829906886884207,0.028829906886884207,0.0,0.0,1.0
2024-04-30,2024-03-28,VT_option_a_L63_sigexpanding_fmax1p0,-0.04237666198994755,0.0,-0.04237666198994755,-0.04237666198994755,0.0,0.0,1.0
2024-05-31,2024-04-30,VT_option_a_L63_sigexpanding_fmax1p0,0.053030701309268305,0.0,0.053030701309268305,0.053030701309268305,0.0,0.0,1.0
2024-06-28,2024-05-31,VT_option_a_L63_sigexpanding_fmax1p0,0.03503583738929902,0.0,0.03503583738929902,0.03503583738929902,0.0,0.0,1.0
2024-07-31,2024-06-28,VT_option_a_L63_sigexpanding_fmax1p0,0.01566935716482927,0.0,0.01566935716482927,0.01566935716482927,0.0,0.0,1.0
2024-08-30,2024-07-31,VT_option_a_L63_sigexpanding_fmax1p0,0.017595112654305856,0.0,0.017595112654305856,0.017595112654305856,0.0,0.0,1.0
2024-09-30,2024-08-30,VT_option_a_L63_sigexpanding_fmax1p0,0.0212480370246648,0.0,0.0212480370246648,0.0212480370246648,0.0,0.0,1.0
2024-10-31,2024-09-30,VT_option_a_L63_sigexpanding_fmax1p0,-0.010944704002496208,0.0,-0.010944704002496208,-0.010944704002496208,0.0,0.0,1.0
2024-11-29,2024-10-31,VT_option_a_L63_sigexpanding_fmax1p0,0.06300882508007052,0.0,0.06300882508007052,0.06300882508007052,0.0,0.0,1.0
2024-12-31,2024-11-29,VT_option_a_L63_sigexpanding_fmax1p0,-0.023514198759744885,0.0,-0.023514198759744885,-0.023514198759744885,0.0,0.0,1.0
2025-01-31,2024-12-31,VT_option_a_L63_sigexpanding_fmax1p0,0.02597309000922743,0.0,0.02597309000922743,0.02597309000922743,0.0,0.0,1.0
2025-02-28,2025-01-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.019800635617923182,0.0,-0.019800635617923182,-0.019800635617923182,0.0,0.0,1.0
2025-03-31,2025-02-28,VT_option_a_L63_sigexpanding_fmax1p0,-0.06065372203039303,0.0,-0.06065372203039303,-0.06065372203039303,0.0,0.0,1.0
2025-04-30,2025-03-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.006993605981343187,0.0,-0.006993605981343187,-0.006993605981343187,0.0,0.0,1.0
2025-05-30,2025-04-30,VT_option_a_L63_sigexpanding_fmax1p0,0.038901260374030716,0.00021177426269927864,0.03868948611133144,0.06748401572036392,-0.028794529609032476,0.42354852539855725,0.5764514746014427
2025-06-30,2025-05-30,VT_option_a_L63_sigexpanding_fmax1p0,0.02984534174663684,7.251723983810188e-06,0.02983809002265303,0.05311050191850699,-0.02327241189585396,0.014503447967620375,0.5619480266338224
2025-07-31,2025-06-30,VT_option_a_L63_sigexpanding_fmax1p0,0.012929139981420331,1.6505313883178606e-05,0.012912634667537153,0.021731157091000083,-0.00881852242346293,0.033010627766357215,0.5949586544001796
2025-08-29,2025-07-31,VT_option_a_L63_sigexpanding_fmax1p0,0.023492417640570817,0.00020252067279991022,0.023289896967770906,0.023492417640570817,-0.0002025206727999107,0.4050413455998204,1.0
2025-09-30,2025-08-29,VT_option_a_L63_sigexpanding_fmax1p0,0.036637047859041955,0.0,0.036637047859041955,0.036637047859041955,0.0,0.0,1.0
2025-10-31,2025-09-30,VT_option_a_L63_sigexpanding_fmax1p0,0.025473166388791057,0.0,0.025473166388791057,0.025473166388791057,0.0,0.0,1.0
2025-11-28,2025-10-31,VT_option_a_L63_sigexpanding_fmax1p0,0.0009999535697725603,0.0,0.0009999535697725603,0.0009999535697725603,0.0,0.0,1.0
2025-12-31,2025-11-28,VT_option_a_L63_sigexpanding_fmax1p0,-0.000858926801705129,0.0,-0.000858926801705129,-0.000858926801705129,0.0,0.0,1.0
2026-01-30,2025-12-31,VT_option_a_L63_sigexpanding_fmax1p0,0.018321109435609093,0.0,0.018321109435609093,0.018321109435609093,0.0,0.0,1.0
2026-02-27,2026-01-30,VT_option_a_L63_sigexpanding_fmax1p0,-0.008276224872126614,0.0,-0.008276224872126614,-0.008276224872126614,0.0,0.0,1.0
2026-03-31,2026-02-27,VT_option_a_L63_sigexpanding_fmax1p0,-0.04875076864478462,0.0,-0.04875076864478462,-0.04875076864478462,0.0,0.0,1.0
2026-04-30,2026-03-31,VT_option_a_L63_sigexpanding_fmax1p0,0.11550314358796829,0.0,0.11550314358796829,0.11550314358796829,0.0,0.0,1.0
2026-05-29,2026-04-30,VT_option_a_L63_sigexpanding_fmax1p0,0.05927327669775486,0.0,0.05927327669775486,0.05927327669775486,0.0,0.0,1.0
2026-06-30,2026-05-29,VT_option_a_L63_sigexpanding_fmax1p0,0.00013886263429633422,0.0,0.00013886263429633422,0.00013886263429633422,0.0,0.0,1.0
2026-07-31,2026-06-30,VT_option_a_L63_sigexpanding_fmax1p0,-0.01507607042077549,0.0,-0.01507607042077549,-0.01507607042077549,0.0,0.0,1.0
2026-08-31,2026-07-31,VT_option_a_L63_sigexpanding_fmax1p0,0.026342601813735263,0.0,0.026342601813735263,0.026342601813735263,0.0,0.0,1.0
2026-09-16,2026-08-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.014622921224928498,0.0,-0.014622921224928498,-0.014622921224928498,0.0,0.0,1.0
